y,x1,x2,x3,x4,x5,x6,x7,x8
91.3747962475876,0.819871031421398,0,0,23.5197032561418,0.236961637054427,4,16,483.455384568361
138.115671879017,5.4301716978799,0,0,21.7688346355698,0.231743752537753,3.9,15.21,442.515460405351
117.091176451014,3.22119702595809,1,0,21.9030626592517,0.281032391467218,3.8,14.44,464.683876483211
106.688268962996,2.44383399683201,1,0,21.1130558802688,0.210262329867386,3.7,13.69,450.844253360735
78.5899621474932,0.22326453475462,0,1,16.2825159583672,0.221276292267461,3.6,12.96,337.399966924149
88.9418944113694,1.70627007320958,1,1,21.1329237135747,0.244642218789815,3.5,12.25,445.558315506757
159.856833094595,9.50952702570456,1,0,18.5487251363211,0.238655117148252,3.4,11.56,373.976085244366
95.4394601734218,3.38382190067313,0,0,16.8088139825578,0.277464784608715,3.3,10.89,342.892143299412
108.174629911534,4.97872385070424,0,0,16.6478573030611,0.24742311326067,3.2,10.24,336.031471039111
84.4402368596362,3.70201191956042,0,0,23.2171628573111,0.279679121934421,3.1,9.61,464.985887033089
122.021279557938,6.61228649901267,1,1,18.0218855361811,0.202485947332487,3,9,375.945558903998
99.2868794569163,4.65686416114736,1,0,19.9592620643299,0.299914006106933,2.9,8.41,406.945826299406
130.119858550307,8.92727945098785,0,0,19.1049042033468,0.228305343114517,2.8,7.84,383.115174875757
73.2702321998309,2.59551322684372,0,1,18.1090106256762,0.27678249183947,2.7,7.29,384.670668950308
111.312347454782,6.80289918210551,1,0,18.10492964196,0.203506371321233,2.6,6.76,378.349960745204
92.605894459762,5.30949241549428,1,0,21.5962194336516,0.287035946231558,2.5,6.25,458.382835534898
42.5824201783075,0.462061964343286,0,1,16.4538515749317,0.274294495935118,2.4,5.76,345.918753530733
101.965222455632,6.78195447828788,1,0,22.3097322008122,0.210929304486828,2.3,5.29,475.255348887018
61.7174070744238,2.98320464194589,1,1,18.3384189492222,0.286661673604443,2.2,4.84,389.342633553323
35.27027449928,1.05341423973374,1,0,22.7155009737946,0.282152557012446,2.1,4.41,482.788507822037
70.5677831860539,4.67517721103171,1,0,19.8770742783569,0.200379177436568,2,4,419.705902935227
90.7454606163153,6.82294599588768,0,0,17.8678281907004,0.266026328336546,1.9,3.61,365.262314237371
94.3797915181243,7.79982158177895,0,1,17.7642823823074,0.26323649306581,1.8,3.24,357.910184774133
102.583672699527,8.27625377811253,1,0,18.5142810327522,0.221048148840977,1.7,2.89,390.862159164233
56.7549505482344,4.28071766800133,1,1,23.9634189170926,0.243494664933364,1.6,2.56,503.582324436736
60.0502924027422,5.04308440606464,0,1,17.5130533326988,0.29331094011171,1.5,2.25,354.785285232727
68.1741747201435,6.34221856977471,1,0,22.8039277468916,0.245728272787474,1.4,1.96,465.492963741869
76.094190619266,7.26703127568162,1,0,22.7512383754566,0.211002860336379,1.3,1.69,469.635620117601
44.9475430739317,4.12961184958554,0,1,20.2265320745964,0.267989132240755,1.2,1.44,425.639572221627
38.2500018991256,3.56316107824608,1,0,21.3189706502574,0.297173224576134,1.1,1.21,444.261969094002
